run_number,Current_class_AP50,Current_class_Precisions50,Current_class_Recall50,Known_AP50,Known_Precisions50,Known_Recall50,Unknown_AP50,Unknown_Precisions50,Unknown_Recall50
1,53.689,62.43490288716049,61.903310044004776,53.689,62.43490288716049,61.903310044004776,1.1356,0.4990560848778149,21.243567753001717
2,53.8033,62.76141241961759,61.78475912850687,53.8033,62.76141241961759,61.78475912850687,0.7973,0.4774558252632555,20.325900514579757
3,53.4472,62.667274431428986,61.610229658891704,53.4472,62.667274431428986,61.610229658891704,0.8347,0.49294086120082936,20.981989708404804
