run_number,Current_class_AP50,Current_class_Precisions50,Current_class_Recall50,Known_AP50,Known_Precisions50,Known_Recall50,Unknown_AP50,Unknown_Precisions50,Unknown_Recall50
1,56.2229,62.276024506676094,62.36900918869677,56.2229,62.276024506676094,62.36900918869677,0.1437,0.5263810196516253,22.40137221269297
2,56.2234,62.274211038851675,62.36872636727022,56.2234,62.274211038851675,62.36872636727022,0.1437,0.5263820804385174,22.40137221269297
3,56.2368,62.278472275602624,62.36900918869677,56.2368,62.278472275602624,62.36900918869677,0.1437,0.5263810196516253,22.40137221269297
